Region,Activity
1,0.3986271571494686
2,-0.4495486512522494
3,-0.37939203675665734
4,-0.018324785005751607
5,-0.10086507912475355
6,0.8212342060037459
7,-0.24857159263866485
8,-0.13882915551316763
9,-0.6916274754713942
10,-0.6632068536876073
11,-0.5676732715984371
12,-0.6752287706617521
13,-0.6105120813146245
14,-0.4738700931614155
15,-0.054733148473844036
16,0.6672612488085197
17,2.5071712803417903
18,-0.34229752234937966
19,1.2652796315083985
20,1.2333465016883005
21,0.5815240710510106
22,1.3279187516193067
23,1.7288114774636933
24,0.3648015685069086
25,0.31072774222944516
26,-0.7644209439940123
27,-0.7872860754389682
28,-0.6916617193812972
29,-0.7714572480888703
30,-0.6454730488388852
31,-0.7682554255722109
32,-0.4001696392756166
33,-0.8771312148357103
34,-0.7028935111472359
35,-0.7199817978334099
36,-0.8150413840554268
37,-0.8322261658773589
38,-0.03402109519900369
39,-0.0611979638800764
40,-0.5431089280544178
41,-0.5936357413440636
42,-0.46436790922153165
43,0.22758306773585968
44,0.10876516293277384
45,-0.5479729156225224
46,-0.2868081835581462
47,-0.49876376155494395
48,0.9796424728550346
49,-0.5430432177057383
50,1.0316189816864463
51,0.40299227867203474
52,0.10866690083916415
53,0.149567412529832
54,1.021160604607884
55,-0.10743780551986094
56,1.5889492018656506
57,-0.1363083983913263
58,0.2473077065346231
59,0.9522838773037703
60,0.13958655344416657
61,1.0419194188674892
62,-0.11637154592990544
63,0.7810376686768093
64,-0.3600617245735261
65,-0.4017474278986901
66,0.343616071503987
67,2.4437169003977846
68,10.287679626681141
69,0.10161558485695495
70,0.6684362881895919
71,0.6810722096124974
72,0.8462401393054693
73,0.5053150452591036
74,0.6730229505416226
75,-0.023166046935103976
76,-0.2401008013233253
77,0.24941728348179112
78,0.03931878356585228
79,-0.046550911163099035
80,0.40960605441231257
81,0.2444205821068975
82,1.0033872709368963
83,0.7094803962077553
84,-0.20143167313079804
85,0.22437840244137802
86,0.7354775423524178
87,0.05143603043368123
88,0.48076102081984945
89,0.45704067796559467
90,-0.36984589519615463
91,1.8578701523028907
92,0.17192525915654702
93,-0.037135965653692565
94,0.6526926079977182
95,0.24339795269925746
96,0.6798807537240621
97,0.005622974819406277
98,-0.3352576536000164
99,0.4925592649080457
100,-0.5737334777794484
101,-0.22966932903922335
102,-0.12929664700318647
103,0.22370527590921546
104,-0.28372789309858654
105,-0.12414034272550646
106,-0.08462330495053179
107,-0.3322136691022958
108,-0.6190134601636565
109,-0.6200136175821094
110,-0.6104668533322346
111,-0.5939277263493654
112,-0.3672570843850259
113,-0.33067539791222716
114,-0.5450497984915461
115,-0.48451643023174623
116,-0.1279306783000389
117,-0.2964497759916384
118,-0.4277630554226177
119,-0.7220296810178125
120,-0.5600417371203655
121,-0.8152757244050436
122,0.7486621124447618
123,-0.2770714490208076
124,-0.3672670073022428
125,-0.5722131366398868
126,-0.6615576302688272
127,-0.5938834644817488
128,-0.2669598231060074
129,-0.7103707010185218
130,-0.4882909567462116
131,0.9741683006428111
132,0.10448923647746379
133,0.18708343185147655
134,-0.01241826080944989
135,0.43428133194624013
136,-0.38249016975924505
137,0.7987991144909877
138,0.072054487281196
139,0.18113908128325443
140,0.4029200236127925
141,0.08021390482602607
142,0.07506837179846966
143,-0.5198218006221325
144,-0.40282486210945134
145,2.2870704146679173
146,-0.2113915747517752
147,-0.35433566948494544
148,-0.28557438491920945
149,-0.6953535836929227
150,-0.7361064626170146
151,-0.4942085608936352
152,-0.614131441943003
153,-0.7497051688427645
154,-0.691016529539382
155,-0.6144428130747415
156,-0.16219520266512885
157,-0.19488470053971046
158,-0.5013584724817184
159,-0.6856855666497644
160,0.109215037580071
161,-0.43731703329796134
162,-0.7131755380764835
163,-0.4799407453338948
164,-0.20681728322261883
165,-0.608970271891717
166,-0.215704783246549
167,-0.7273743578763544
168,-0.5899611643183567
169,-0.6212523797228999
170,-0.6177774325383212
171,-0.7097691924596141
172,-0.03260123953297266
173,-0.7066429932837132
174,-0.45332793513619757
175,0.7585769764900026
176,-0.4840074545060968
177,-0.2312775962087186
178,-0.8173891832562548
179,-0.6549140660205754
180,-0.7054930382906822
181,-0.257955823287074
182,-0.46068467904512506
183,0.07118531117150631
184,-0.14628702461635465
185,-0.6147746337192026
