Region,avg_introversion
1,0.11237963199994659
2,1.0776002491248993
3,-0.48014034761658864
4,-0.5068400311608819
5,0.14266762920371776
6,-0.0444590995562506
7,0.012722177363266238
8,-0.0912411450143027
9,1.6368832250912804
10,0.05736474930702674
11,-2.7021377517958234
12,0.2650959567979614
13,-0.686724739630829
14,0.15963483900490855
15,0.9082928195056158
16,0.3814474756372315
17,-0.14287272068327786
18,-0.7992033873488772
19,0.7260531455379517
20,0.5915222459908407
21,0.48648791245055434
22,-0.233624366052597
23,-0.2901629308880081
24,1.454379162690472
25,1.9387443309772456
26,-0.4367597260763536
27,-2.7021377517958234
28,0.061562975696870796
29,0.2453426565561745
30,0.4745048745285119
31,0.27531008146432084
32,0.615385689018319
33,-1.4133406295355897
34,0.5633161633365823
35,-2.7021377517958234
36,-2.7021377517958234
37,-0.30381804470353774
38,1.0407164100031037
39,0.10205404783759864
40,-2.7021377517958234
41,-0.12760350624024647
42,1.3939025426479066
43,-0.24819229432309378
44,-0.1626550874517926
45,-0.9669024877891663
46,0.333961254400172
47,-0.2960686235258951
48,-0.274909481538408
49,-1.061133106766276
50,-0.681357987565353
51,0.04903127882248105
52,0.19896451302164564
53,0.27701854575740165
54,-0.03857165704383344
55,-0.405614418801109
56,-0.6975005704189726
57,-0.22961009709893435
58,0.6725281782704223
59,-0.44918515889861427
60,0.0051593092163062125
61,0.6291210952605308
62,0.2026217335175245
63,-0.4274764372655413
64,0.30811276063658904
65,-0.4754684912824745
66,-0.2775024092641717
67,-0.9081834254346739
68,-1.3235970993434552
69,0.16994775976065524
70,-0.5610094743656394
71,-0.9002128756725936
72,0.4457149734660508
73,-0.47703263243635385
74,-0.7374045188695622
75,0.775505267842184
76,-0.7261241822305383
77,-0.5217376009934227
78,0.36276678714443894
79,0.11383684015512972
80,0.045441691497911746
81,0.3831343251489412
82,-0.14128604843158607
83,0.07480401334283127
84,0.255178780298655
85,-0.16370540214792775
86,-0.34688560190191386
87,0.44105442188895616
88,0.23757410585912092
89,1.8334820596392398
90,-0.23664987785436706
91,0.052756159704443924
92,0.9638660131191675
93,0.82838794359895
94,0.09385727710417748
95,-0.027051179068353543
96,-0.15033436679320308
97,-0.11958923016962832
98,1.4762003914438118
99,-0.5902301096098586
100,-0.2823048894752963
101,0.6196168986621031
102,0.007983766284080247
103,-0.8869963396785441
104,0.11721860905003616
105,0.9467310762231099
106,0.020600725726000423
107,1.3606135530353114
108,0.12492792564725291
109,1.4886953202493338
110,1.0375744561761602
111,-0.5267156069388141
112,2.2945285599893013
113,-0.9349880098606655
114,0.4534472688757127
115,-2.7021377517958234
116,1.5599830704017887
117,0.31387169763238276
118,0.8892076867380106
119,-0.4050379900410697
120,-2.7021377517958234
121,-2.7021377517958234
122,-0.6671489736953929
123,2.2723751997950816
124,0.7863719226050859
125,1.373954244448198
126,-0.6752874849705043
127,1.7714648051255886
128,-2.7021377517958234
129,0.00797490825403791
130,0.7916181402617147
131,-0.16430509345301078
132,0.006578176440362313
133,0.5448268242544962
134,-0.4270526691667604
135,0.2772252198327247
136,0.48368484784081456
137,-0.16547166924368945
138,1.1983643611459853
139,0.34573891303223075
140,0.27145788765308204
141,0.7780575004589424
142,0.2589277432616093
143,-0.9882829631510537
144,1.1762730965292656
145,-1.099290397280197
146,0.916493980568961
147,-0.3303913393944406
148,-0.261563419691603
149,-0.47047421233732467
150,-0.233503603221013
151,0.8793186393474867
152,-2.7021377517958234
153,-1.1073313093982924
154,-0.6914495477870237
155,-0.6875692419768502
156,-0.2339490986952231
157,2.656926049483457
158,-0.01742972764534488
159,-0.060461554984668674
160,0.47513245764744133
161,1.728524296476199
162,-0.45364184566884236
163,0.714245643875455
164,0.364837327145108
165,0.9195153117239159
166,0.9980479885437676
167,-0.9293201913406044
168,0.2874717034595496
169,0.35514049920584384
170,-0.10128481650025976
171,-0.525049873413483
172,0.06849924589895004
173,-0.7865313254447784
174,1.2512809263528706
175,-0.2315510036419273
176,0.2160221744873237
177,2.1845246572990638
178,-0.9278655380971592
179,-0.12010927619331013
180,-2.7021377517958234
181,1.1790254084980059
182,-0.00023061630171727695
183,0.29708788142949394
184,-0.14512209426248227
185,0.4158125328067154
