Region,avg_introversion
1,-0.43841695410278975
2,-0.3781568230091459
3,0.8927172126411365
4,-0.3419423920414314
5,0.5043006413412934
6,-0.23860101140918127
7,3.01898596305247
8,0.3591526125274696
9,1.807354690480159
10,0.34856238291570224
11,-0.328856733568383
12,-1.0858351775634714
13,-0.8094152148633209
14,-0.1896114358605794
15,-1.0530807714445256
16,-0.8855116102065953
17,0.9784406134788252
18,-0.8014839709609145
19,-1.6791438048015033
20,-2.535074686347362
21,0.442028201677038
22,-0.15913100403653108
23,-0.19859255945688026
24,-0.13790161848088384
25,-0.37497140891524605
26,-0.9871446629996576
27,0.760247272926948
28,0.25295932814969163
29,-0.09953014538849185
30,-0.31599837000812697
31,-0.7032473275089102
32,-1.1129299040324068
33,0.43763882506631663
34,0.8037643752321758
35,0.9549656820095588
36,1.0462653411913505
37,0.5662425295337146
38,-0.16059714136025938
39,0.3232913086483318
40,0.4957476729865588
41,-1.1073823607056044
42,-1.7003136822737228
43,-0.03897846917084293
44,0.0965017472297757
45,0.6683220459349262
46,1.4392596908690203
47,-0.42936688800712286
48,-0.633475572521154
49,2.5297981029902346
50,0.1981454601623445
